transcript_10 scaffold_0 6 GL831247.1 17
transcript_41675 scaffold_810 7 GL831280.1 188
transcript_41675 scaffold_810 7 GL831280.1 191
transcript_41675 scaffold_810 7 GL831280.1 195
transcript_41675 scaffold_810 7 GL831280.1 198
transcript_41675 scaffold_810 7 GL831280.1 201
transcript_41675 scaffold_810 7 GL831280.1 204
transcript_41675 scaffold_810 7 GL831280.1 208
transcript_41675 scaffold_810 7 GL831280.1 212
transcript_41675 scaffold_810 7 GL831280.1 214
transcript_41675 scaffold_810 7 GL831280.1 217
transcript_41675 scaffold_810 7 GL831897.1 22
transcript_41675 scaffold_810 7 GL831280.1 221
transcript_41675 scaffold_810 7 GL831280.1 224
transcript_41675 scaffold_810 7 GL831280.1 228
transcript_41675 scaffold_810 7 GL831280.1 231
transcript_41675 scaffold_810 7 GL831897.1 25
transcript_41675 scaffold_810 7 GL831897.1 3
transcript_41675 scaffold_810 7 AERX01076640.2 4
transcript_41675 scaffold_810 7 GL832016.1 4
transcript_41675 scaffold_810 7 GL831897.1 6
transcript_41675 scaffold_810 7 GL832016.1 9
transcript_41683 scaffold_812 0 GL831210.1 106
transcript_41684 scaffold_812 1 GL831210.1 107
transcript_41684 scaffold_812 1 GL831203.1 176
transcript_41684 scaffold_812 1 GL831182.1 33
transcript_41684 scaffold_812 1 GL831175.1 44
transcript_41684 scaffold_812 1 GL831428.1 79
transcript_41685 scaffold_812 2 GL831210.1 108
transcript_41689 scaffold_812 3 GL831210.1 109
transcript_41691 scaffold_813 0 GL831308.1 40
transcript_41692 scaffold_813 1 GL831356.1 13
transcript_41692 scaffold_813 1 GL831225.1 151
transcript_41692 scaffold_813 1 GL831308.1 41
transcript_41692 scaffold_813 1 GL831308.1 43
transcript_41692 scaffold_813 1 GL831308.1 45
transcript_41692 scaffold_813 1 GL831140.1 6
transcript_41693 scaffold_813 2 GL831308.1 46
transcript_41695 scaffold_813 3 GL831308.1 47
transcript_41698 scaffold_813 4 GL831308.1 48
transcript_4170 scaffold_122 30 GL831137.1 173
transcript_41700 scaffold_813 5 GL831187.1 268
transcript_41700 scaffold_813 5 GL831308.1 49
transcript_41701 scaffold_813 6 GL831308.1 50
transcript_41705 scaffold_813 7 GL831308.1 51
transcript_41706 scaffold_813 8 GL831308.1 52
transcript_41707 scaffold_813 9 GL831308.1 53
transcript_41708 scaffold_813 10 GL831308.1 54
transcript_41709 scaffold_813 11 GL831308.1 55
transcript_4171 scaffold_122 31 GL831137.1 172
transcript_41710 scaffold_814 0 GL831760.1 0
transcript_41710 scaffold_814 0 GL831760.1 1
transcript_41710 scaffold_814 0 GL831135.1 429
transcript_41711 scaffold_814 1 GL831918.1 0
transcript_41711 scaffold_814 1 GL831918.1 1
transcript_41711 scaffold_814 1 GL831216.1 174
transcript_41718 scaffold_814 2 GL831681.1 0
transcript_4172 scaffold_122 32 GL831137.1 171
transcript_41726 scaffold_814 3 GL831681.1 3
transcript_4173 scaffold_122 33 GL831137.1 170
transcript_41730 scaffold_816 0 GL831205.1 141
transcript_41732 scaffold_816 1 GL831205.1 139
transcript_41734 scaffold_816 2 GL831205.1 136
transcript_41734 scaffold_816 2 GL831205.1 138
transcript_41734 scaffold_816 2 GL831146.1 38
transcript_41735 scaffold_816 3 GL831205.1 135
transcript_41736 scaffold_816 4 GL831205.1 134
transcript_41737 scaffold_816 5 GL831205.1 133
transcript_4174 scaffold_122 34 GL831137.1 169
transcript_41741 scaffold_816 6 GL831308.1 2
transcript_41742 scaffold_816 7 GL831308.1 3
transcript_41743 scaffold_816 8 GL831308.1 4
transcript_41744 scaffold_816 9 GL831308.1 5
transcript_41745 scaffold_816 10 GL831308.1 6
transcript_41746 scaffold_816 11 GL831308.1 7
transcript_41747 scaffold_816 12 GL831140.1 112
transcript_41747 scaffold_816 12 GL831190.1 142
transcript_41747 scaffold_816 12 GL831462.1 16
transcript_41747 scaffold_816 12 GL831282.1 39
transcript_41747 scaffold_816 12 GL831462.1 4
transcript_41747 scaffold_816 12 GL831334.1 73
transcript_41748 scaffold_816 13 GL831308.1 8
transcript_41749 scaffold_816 14 GL831308.1 9
transcript_41750 scaffold_816 15 GL831308.1 10
transcript_41751 scaffold_816 16 GL831308.1 11
transcript_41752 scaffold_816 17 GL831308.1 12
transcript_41754 scaffold_817 0 GL831369.1 21
transcript_41757 scaffold_817 1 GL831369.1 27
transcript_41759 scaffold_817 2 GL831369.1 28
transcript_41761 scaffold_817 3 GL831369.1 29
transcript_41761 scaffold_817 3 GL831369.1 32
transcript_41762 scaffold_817 4 GL831369.1 33
transcript_41762 scaffold_817 4 GL831385.1 41
transcript_41765 scaffold_817 5 GL831369.1 34
transcript_41766 scaffold_817 6 GL831438.1 7
transcript_41767 scaffold_817 7 GL831438.1 2
transcript_41772 scaffold_817 8 GL831306.1 2
transcript_41773 scaffold_817 9 GL831929.1 2
transcript_41776 scaffold_818 0 GL831134.1 301
transcript_41783 scaffold_818 1 GL831134.1 298
transcript_41784 scaffold_818 2 GL831134.1 297
transcript_41785 scaffold_818 3 GL831134.1 296
transcript_41786 scaffold_818 4 GL831134.1 295
transcript_41787 scaffold_818 5 GL831134.1 294
transcript_41788 scaffold_818 6 GL831134.1 291
transcript_41788 scaffold_818 6 GL831134.1 293
transcript_4179 scaffold_122 35 GL831137.1 168
transcript_41790 scaffold_819 0 GL831234.1 172
transcript_41790 scaffold_819 0 GL831234.1 174
transcript_41790 scaffold_819 0 GL831417.1 18
transcript_41791 scaffold_819 1 GL831234.1 175
transcript_41792 scaffold_819 2 GL831234.1 176
transcript_41795 scaffold_819 3 GL831162.1 463
transcript_41796 scaffold_819 4 GL831162.1 462
transcript_41797 scaffold_819 5 GL831144.1 227
transcript_41797 scaffold_819 5 GL831162.1 461
transcript_41798 scaffold_819 6 GL831144.1 229
transcript_41798 scaffold_819 6 GL831144.1 231
transcript_41798 scaffold_819 6 GL831144.1 233
transcript_41798 scaffold_819 6 GL831305.1 36
transcript_41798 scaffold_819 6 GL831162.1 453
transcript_41798 scaffold_819 6 GL831162.1 455
transcript_41798 scaffold_819 6 GL831162.1 457
transcript_418 scaffold_1 22 GL831310.1 22
transcript_4180 scaffold_122 36 GL831294.1 11
transcript_4180 scaffold_122 36 GL831137.1 167
transcript_41805 scaffold_819 7 GL831162.1 451
transcript_41806 scaffold_819 8 GL831148.1 102
transcript_41806 scaffold_819 8 GL831148.1 107
transcript_41806 scaffold_819 8 GL831194.1 141
transcript_41806 scaffold_819 8 GL831194.1 151
transcript_41806 scaffold_819 8 GL831157.1 187
transcript_41806 scaffold_819 8 GL831148.1 214
transcript_41806 scaffold_819 8 GL831148.1 237
transcript_41806 scaffold_819 8 GL831148.1 286
transcript_41806 scaffold_819 8 GL831157.1 340
transcript_41806 scaffold_819 8 GL831162.1 342
transcript_41806 scaffold_819 8 GL831157.1 355
transcript_41806 scaffold_819 8 GL831148.1 401
transcript_41806 scaffold_819 8 GL831157.1 430
transcript_41806 scaffold_819 8 GL831162.1 450
transcript_41806 scaffold_819 8 GL831194.1 46
transcript_41806 scaffold_819 8 GL831194.1 5
transcript_41806 scaffold_819 8 GL831311.1 51
transcript_41806 scaffold_819 8 GL831148.1 53
transcript_41806 scaffold_819 8 GL831157.1 97
transcript_41807 scaffold_819 9 GL831145.1 387
transcript_4181 scaffold_122 37 GL831137.1 166
transcript_41812 scaffold_82 0 GL831144.1 478
transcript_41812 scaffold_82 0 GL831144.1 480
transcript_41814 scaffold_82 1 GL831297.1 12
transcript_41814 scaffold_82 1 GL831561.1 13
transcript_41814 scaffold_82 1 GL831297.1 14
transcript_41814 scaffold_82 1 GL831356.1 16
transcript_41814 scaffold_82 1 GL831297.1 4
transcript_41814 scaffold_82 1 GL831144.1 468
transcript_41814 scaffold_82 1 GL831144.1 470
transcript_41814 scaffold_82 1 GL831144.1 472
transcript_41814 scaffold_82 1 GL831144.1 474
transcript_41814 scaffold_82 1 GL831144.1 477
transcript_41814 scaffold_82 1 GL831297.1 6
transcript_41815 scaffold_82 2 GL831144.1 467
transcript_41816 scaffold_82 3 GL831144.1 466
transcript_41817 scaffold_82 4 GL831144.1 465
transcript_41818 scaffold_82 5 GL831144.1 464
transcript_41819 scaffold_82 6 GL831144.1 463
transcript_41820 scaffold_82 7 GL831144.1 462
transcript_41822 scaffold_82 8 GL831144.1 461
transcript_41823 scaffold_82 9 GL831144.1 458
transcript_41823 scaffold_82 9 GL831144.1 460
transcript_41828 scaffold_82 10 GL831144.1 457
transcript_41829 scaffold_82 11 GL831144.1 456
transcript_4183 scaffold_122 38 GL831137.1 162
transcript_41830 scaffold_82 12 GL831144.1 455
transcript_41831 scaffold_82 13 GL831144.1 454
transcript_41832 scaffold_82 14 GL831144.1 453
transcript_41833 scaffold_82 15 GL831144.1 450
transcript_41833 scaffold_82 15 GL831144.1 452
transcript_41834 scaffold_82 16 GL831144.1 449
transcript_41836 scaffold_82 17 GL831144.1 448
transcript_41837 scaffold_82 18 GL831144.1 447
transcript_41839 scaffold_82 19 GL831144.1 438
transcript_4184 scaffold_122 39 GL831137.1 161
transcript_41840 scaffold_82 20 GL831144.1 437
transcript_41841 scaffold_82 21 GL831144.1 435
transcript_41842 scaffold_82 22 GL831144.1 430
transcript_41842 scaffold_82 22 GL831144.1 432
transcript_41843 scaffold_82 23 GL831148.1 118
transcript_41843 scaffold_82 23 GL831144.1 428
transcript_41844 scaffold_82 24 GL831144.1 426
transcript_41845 scaffold_82 25 GL831144.1 425
transcript_41846 scaffold_82 26 GL831187.1 13
transcript_41846 scaffold_82 26 GL831295.1 18
transcript_41846 scaffold_82 26 GL831144.1 420
transcript_41846 scaffold_82 26 GL831144.1 424
transcript_41846 scaffold_82 26 GL831134.1 583
transcript_41846 scaffold_82 26 GL831165.1 682
transcript_41847 scaffold_82 27 GL831144.1 419
transcript_41848 scaffold_82 28 GL831187.1 15
transcript_41848 scaffold_82 28 GL831144.1 416
transcript_41848 scaffold_82 28 GL831144.1 418
transcript_41849 scaffold_82 29 GL831144.1 403
transcript_41849 scaffold_82 29 GL831144.1 411
transcript_41849 scaffold_82 29 GL831144.1 415
transcript_41849 scaffold_82 29 GL831134.1 591
transcript_41849 scaffold_82 29 GL831295.1 8
transcript_41850 scaffold_82 30 GL831144.1 402
transcript_41851 scaffold_82 31 GL831144.1 401
transcript_41852 scaffold_82 32 GL831144.1 400
transcript_41854 scaffold_82 33 GL831144.1 399
transcript_41855 scaffold_82 34 GL831144.1 398
transcript_41855 scaffold_82 34 GL831258.1 77
transcript_41856 scaffold_82 35 GL831144.1 396
transcript_41857 scaffold_82 36 GL831144.1 395
transcript_41858 scaffold_82 37 GL831144.1 393
transcript_41859 scaffold_82 38 GL831144.1 392
transcript_41860 scaffold_82 39 GL831144.1 389
transcript_41860 scaffold_82 39 GL831144.1 391
transcript_41861 scaffold_82 40 GL831144.1 387
transcript_41863 scaffold_82 41 GL831210.1 104
transcript_41863 scaffold_82 41 GL831144.1 383
transcript_41867 scaffold_82 42 GL831210.1 102
transcript_41867 scaffold_82 42 GL831144.1 382
transcript_41868 scaffold_82 43 GL831144.1 380
transcript_41870 scaffold_82 44 GL831144.1 372
transcript_41870 scaffold_82 44 GL831144.1 374
transcript_41870 scaffold_82 44 GL831144.1 376
transcript_41870 scaffold_82 44 GL831144.1 379
transcript_41870 scaffold_82 44 GL831210.1 92
transcript_41873 scaffold_82 45 GL831144.1 371
transcript_41874 scaffold_82 46 GL831237.1 18
transcript_41874 scaffold_82 46 GL831144.1 365
transcript_41874 scaffold_82 46 GL831144.1 367
transcript_41874 scaffold_82 46 GL831144.1 370
transcript_41876 scaffold_82 47 GL831144.1 363
transcript_41877 scaffold_82 48 GL831144.1 361
transcript_41879 scaffold_82 49 GL831144.1 358
transcript_4188 scaffold_122 40 GL831137.1 160
transcript_41880 scaffold_82 50 GL831144.1 357
transcript_41882 scaffold_82 51 GL831144.1 355
transcript_41883 scaffold_82 52 GL831144.1 354
transcript_41884 scaffold_820 0 GL831456.1 16
transcript_41884 scaffold_820 0 GL831197.1 238
transcript_41884 scaffold_820 0 GL831376.1 3
transcript_41886 scaffold_820 1 GL831456.1 17
transcript_41887 scaffold_820 2 GL831456.1 18
transcript_41888 scaffold_820 3 GL831456.1 19
transcript_4189 scaffold_122 41 GL831137.1 159
transcript_4189 scaffold_122 41 GL831146.1 358
transcript_41890 scaffold_820 4 GL831456.1 20
transcript_41890 scaffold_820 4 GL831456.1 24
transcript_41890 scaffold_820 4 GL831456.1 26
transcript_41890 scaffold_820 4 GL831456.1 28
transcript_41890 scaffold_820 4 GL831278.1 42
transcript_41890 scaffold_820 4 GL831278.1 44
transcript_41890 scaffold_820 4 GL831278.1 46
transcript_41890 scaffold_820 4 GL831345.1 6
transcript_41892 scaffold_820 5 GL831456.1 29
transcript_419 scaffold_1 23 GL831206.1 16
transcript_419 scaffold_1 23 GL831310.1 23
transcript_41901 scaffold_820 6 GL831456.1 30
transcript_41902 scaffold_820 7 GL831456.1 31
transcript_41903 scaffold_820 8 GL831456.1 32
transcript_41904 scaffold_820 9 GL831456.1 33
transcript_41905 scaffold_820 10 GL831456.1 34
transcript_41906 scaffold_820 11 GL831456.1 35
transcript_41907 scaffold_820 12 GL831456.1 36
transcript_41908 scaffold_820 13 GL831456.1 37
transcript_41908 scaffold_820 13 GL831456.1 39
transcript_41908 scaffold_820 13 GL831151.1 682
transcript_41909 scaffold_820 14 GL831456.1 42
transcript_41909 scaffold_820 14 GL831456.1 44
transcript_41909 scaffold_820 14 GL831456.1 46
transcript_41909 scaffold_820 14 GL831456.1 48
transcript_41909 scaffold_820 14 GL831456.1 50
transcript_41909 scaffold_820 14 GL831456.1 52
transcript_41910 scaffold_821 0 GL831195.1 108
transcript_41910 scaffold_821 0 GL831271.1 113
transcript_41910 scaffold_821 0 GL831271.1 126
transcript_41910 scaffold_821 0 GL831226.1 130
transcript_41910 scaffold_821 0 GL831195.1 135
transcript_41910 scaffold_821 0 GL831218.1 144
transcript_41910 scaffold_821 0 GL831271.1 160
transcript_41910 scaffold_821 0 GL831195.1 22
transcript_41910 scaffold_821 0 GL831271.1 45
transcript_41910 scaffold_821 0 GL831253.1 54
transcript_41910 scaffold_821 0 GL831218.1 59
transcript_41910 scaffold_821 0 GL831218.1 61
transcript_41910 scaffold_821 0 GL831218.1 63
transcript_41910 scaffold_821 0 GL831226.1 63
transcript_41910 scaffold_821 0 GL831226.1 69
transcript_41910 scaffold_821 0 GL831195.1 95
transcript_41910 scaffold_821 0 GL831226.1 95
transcript_41910 scaffold_821 0 GL831253.1 96
transcript_41911 scaffold_821 1 GL831218.1 58
transcript_41913 scaffold_821 2 GL831218.1 57
transcript_41914 scaffold_821 3 GL831218.1 56
transcript_41915 scaffold_821 4 GL831218.1 55
transcript_41916 scaffold_821 5 GL831218.1 50
transcript_41916 scaffold_821 5 GL831218.1 52
transcript_41916 scaffold_821 5 GL831218.1 54
transcript_41920 scaffold_822 0 GL831243.1 107
transcript_41922 scaffold_822 1 GL831243.1 105
transcript_41922 scaffold_822 1 GL831185.1 96
transcript_41927 scaffold_822 2 GL831243.1 103
transcript_4193 scaffold_122 42 GL831137.1 157
transcript_41931 scaffold_822 3 GL831243.1 102
transcript_41931 scaffold_822 3 GL831243.1 96
transcript_41932 scaffold_822 4 GL831243.1 95
transcript_41933 scaffold_822 5 GL831243.1 94
transcript_41935 scaffold_822 6 GL831160.1 127
transcript_41935 scaffold_822 6 GL831243.1 93
transcript_41936 scaffold_822 7 GL831243.1 89
transcript_41936 scaffold_822 7 GL831243.1 91
transcript_41937 scaffold_823 0 GL831139.1 41
transcript_41939 scaffold_823 1 GL831139.1 39
transcript_41942 scaffold_823 2 GL831139.1 36
transcript_41945 scaffold_823 3 GL831139.1 34
transcript_41946 scaffold_823 4 GL831139.1 32
transcript_4195 scaffold_122 43 GL831137.1 156
transcript_41953 scaffold_824 0 GL831151.1 91
transcript_41957 scaffold_824 1 GL831190.1 116
transcript_41957 scaffold_824 1 GL831151.1 138
transcript_41957 scaffold_824 1 GL831313.1 17
transcript_41957 scaffold_824 1 GL831428.1 197
transcript_41957 scaffold_824 1 GL831190.1 206
transcript_41957 scaffold_824 1 GL831190.1 26
transcript_41957 scaffold_824 1 GL831428.1 299
transcript_41957 scaffold_824 1 GL831190.1 302
transcript_41957 scaffold_824 1 GL831151.1 366
transcript_41957 scaffold_824 1 GL831151.1 395
transcript_41957 scaffold_824 1 GL831190.1 398
transcript_41957 scaffold_824 1 GL831428.1 467
transcript_41957 scaffold_824 1 GL831143.1 475
transcript_41957 scaffold_824 1 GL831190.1 567
transcript_41957 scaffold_824 1 GL831190.1 616
transcript_41957 scaffold_824 1 GL831428.1 68
transcript_41957 scaffold_824 1 GL831151.1 69
transcript_41957 scaffold_824 1 GL831151.1 71
transcript_41957 scaffold_824 1 GL831190.1 716
transcript_41957 scaffold_824 1 GL831151.1 73
transcript_41957 scaffold_824 1 GL831151.1 75
transcript_41957 scaffold_824 1 GL831151.1 78
transcript_41957 scaffold_824 1 GL831151.1 80
transcript_41957 scaffold_824 1 GL831151.1 82
transcript_41957 scaffold_824 1 GL831151.1 84
transcript_41957 scaffold_824 1 GL831151.1 86
transcript_41957 scaffold_824 1 GL831151.1 88
transcript_41957 scaffold_824 1 GL831151.1 90
transcript_4196 scaffold_122 44 GL831137.1 155
transcript_41963 scaffold_824 2 GL831605.1 1
transcript_41963 scaffold_824 2 GL831162.1 110
transcript_41963 scaffold_824 2 GL831581.1 12
transcript_41963 scaffold_824 2 GL831162.1 124
transcript_41963 scaffold_824 2 GL831393.1 125
transcript_41963 scaffold_824 2 GL831162.1 137
transcript_41963 scaffold_824 2 GL831474.1 15
transcript_41963 scaffold_824 2 GL831393.1 151
transcript_41963 scaffold_824 2 GL831162.1 16
transcript_41963 scaffold_824 2 GL831162.1 177
transcript_41963 scaffold_824 2 GL831162.1 188
transcript_41963 scaffold_824 2 GL831393.1 190
transcript_41963 scaffold_824 2 GL831162.1 212
transcript_41963 scaffold_824 2 GL831162.1 22
transcript_41963 scaffold_824 2 GL831393.1 242
transcript_41963 scaffold_824 2 GL831393.1 264
transcript_41963 scaffold_824 2 GL831162.1 27
transcript_41963 scaffold_824 2 GL831393.1 3
transcript_41963 scaffold_824 2 GL831393.1 33
transcript_41963 scaffold_824 2 GL831393.1 340
transcript_41963 scaffold_824 2 GL831393.1 37
transcript_41963 scaffold_824 2 GL831162.1 45
transcript_41963 scaffold_824 2 GL831162.1 57
transcript_41963 scaffold_824 2 GL831581.1 7
transcript_41963 scaffold_824 2 GL831393.1 70
transcript_41963 scaffold_824 2 GL831162.1 73
transcript_41963 scaffold_824 2 GL831162.1 77
transcript_41963 scaffold_824 2 GL831393.1 87
transcript_41963 scaffold_824 2 GL831162.1 90
transcript_41964 scaffold_824 3 AERX01075303.2 0
transcript_41964 scaffold_824 3 GL831684.1 2
transcript_41964 scaffold_824 3 GL831389.1 36
transcript_41966 scaffold_824 4 GL831790.1 10
transcript_41966 scaffold_824 4 GL831393.1 115
transcript_41966 scaffold_824 4 GL831393.1 13
transcript_41966 scaffold_824 4 GL831393.1 141
transcript_41966 scaffold_824 4 GL831393.1 173
transcript_41966 scaffold_824 4 GL831678.1 2
transcript_41966 scaffold_824 4 GL831393.1 202
transcript_41966 scaffold_824 4 GL831393.1 219
transcript_41966 scaffold_824 4 GL831393.1 286
transcript_41966 scaffold_824 4 GL831790.1 3
transcript_41966 scaffold_824 4 GL831393.1 307
transcript_41966 scaffold_824 4 GL831684.1 36
transcript_41966 scaffold_824 4 GL831684.1 47
transcript_41966 scaffold_824 4 GL831684.1 5
transcript_41966 scaffold_824 4 GL831393.1 59
transcript_41966 scaffold_824 4 GL831451.1 6
transcript_41966 scaffold_824 4 GL831393.1 80
transcript_4197 scaffold_122 45 GL831137.1 154
transcript_41974 scaffold_824 5 GL831265.1 19
transcript_41974 scaffold_824 5 GL831265.1 21
transcript_41974 scaffold_824 5 GL831151.1 28
transcript_41974 scaffold_824 5 GL831151.1 32
transcript_41976 scaffold_824 6 GL831151.1 27
transcript_41977 scaffold_824 7 GL831151.1 26
transcript_4198 scaffold_122 46 GL831137.1 153
transcript_41981 scaffold_824 8 GL831151.1 25
transcript_41982 scaffold_824 9 GL831151.1 24
transcript_4199 scaffold_122 47 GL831137.1 152
transcript_41994 scaffold_825 0 GL831520.1 6
transcript_41999 scaffold_825 1 GL831520.1 5
transcript_42 scaffold_0 29 GL831145.1 434
transcript_420 scaffold_1 24 GL831144.1 136
transcript_420 scaffold_1 24 GL831147.1 20
transcript_420 scaffold_1 24 GL831141.1 505
transcript_4200 scaffold_122 48 GL831137.1 151
transcript_42000 scaffold_825 2 GL831134.1 1032
transcript_42000 scaffold_825 2 GL831520.1 2
transcript_42000 scaffold_825 2 GL831520.1 4
transcript_42001 scaffold_825 3 GL831151.1 282
transcript_42005 scaffold_825 4 GL831845.1 0
transcript_42005 scaffold_825 4 GL831845.1 1
transcript_42007 scaffold_825 5 GL831755.1 0
transcript_42007 scaffold_825 5 GL831774.1 1
transcript_42007 scaffold_825 5 GL831745.1 2
transcript_42008 scaffold_825 6 GL831745.1 1
transcript_42008 scaffold_825 6 GL831755.1 1
transcript_42008 scaffold_825 6 GL831774.1 2
transcript_42009 scaffold_825 7 GL831774.1 0
transcript_42009 scaffold_825 7 GL831787.1 0
transcript_42009 scaffold_825 7 GL831475.1 28
transcript_42009 scaffold_825 7 GL831774.1 4
transcript_4201 scaffold_122 49 GL831137.1 148
transcript_4201 scaffold_122 49 GL831137.1 150
transcript_42011 scaffold_826 0 GL831137.1 45
transcript_42012 scaffold_826 1 GL831137.1 46
transcript_42013 scaffold_826 2 GL831137.1 48
transcript_42015 scaffold_826 3 GL831137.1 49
transcript_42016 scaffold_826 4 GL831205.1 186
transcript_42016 scaffold_826 4 GL831141.1 309
transcript_42016 scaffold_826 4 GL831137.1 50
transcript_42018 scaffold_826 5 GL831137.1 52
transcript_42018 scaffold_826 5 GL831137.1 54
transcript_42019 scaffold_827 0 GL831184.1 78
transcript_42019 scaffold_827 0 GL831184.1 94
transcript_4202 scaffold_122 50 GL831137.1 147
transcript_4202 scaffold_122 50 GL831169.1 216
transcript_4202 scaffold_122 50 GL831162.1 252
transcript_42020 scaffold_827 1 GL831184.1 93
transcript_42021 scaffold_827 2 GL831184.1 92
transcript_42023 scaffold_827 3 GL831184.1 91
transcript_42024 scaffold_827 4 GL831184.1 90
transcript_42025 scaffold_827 5 GL831184.1 89
transcript_42027 scaffold_827 6 GL831184.1 88
transcript_42031 scaffold_827 7 GL831184.1 87
transcript_42032 scaffold_827 8 GL831184.1 86
transcript_42033 scaffold_827 9 GL831140.1 1004
transcript_42033 scaffold_827 9 GL831174.1 123
transcript_42033 scaffold_827 9 GL831407.1 5
transcript_42033 scaffold_827 9 GL831184.1 85
transcript_42037 scaffold_828 0 AERX01075380.1 0
transcript_42037 scaffold_828 0 GL831341.1 0
transcript_42037 scaffold_828 0 GL831902.1 0
transcript_42037 scaffold_828 0 GL831341.1 1
transcript_42037 scaffold_828 0 GL831902.1 1
transcript_42037 scaffold_828 0 GL831231.1 226
transcript_42038 scaffold_828 1 GL831239.1 133
transcript_42038 scaffold_828 1 GL831175.1 157
transcript_42038 scaffold_828 1 GL831290.1 21
transcript_42038 scaffold_828 1 GL831231.1 227
transcript_42038 scaffold_828 1 GL831160.1 356
transcript_42040 scaffold_828 2 GL831341.1 2
transcript_42040 scaffold_828 2 GL831341.1 4
transcript_42043 scaffold_828 3 GL831278.1 16
transcript_42043 scaffold_828 3 GL831341.1 5
transcript_42043 scaffold_828 3 GL831137.1 698
transcript_4205 scaffold_122 51 GL831137.1 146
transcript_42050 scaffold_828 4 GL831233.1 61
transcript_42050 scaffold_828 4 GL831233.1 63
transcript_42051 scaffold_828 5 GL831233.1 65
transcript_42052 scaffold_828 6 GL831264.1 22
transcript_42052 scaffold_828 6 GL831166.1 384
transcript_42052 scaffold_828 6 GL831233.1 66
transcript_42052 scaffold_828 6 GL831167.1 97
transcript_42054 scaffold_828 7 GL831233.1 67
transcript_42054 scaffold_828 7 GL831233.1 69
transcript_42055 scaffold_828 8 GL831233.1 71
transcript_42055 scaffold_828 8 GL831233.1 73
transcript_42057 scaffold_829 0 GL831139.1 19
transcript_42059 scaffold_829 1 GL831139.1 25
transcript_4206 scaffold_122 52 GL831137.1 143
transcript_42060 scaffold_829 2 GL831139.1 26
transcript_42060 scaffold_829 2 GL831139.1 28
transcript_42061 scaffold_829 3 GL831139.1 29
transcript_42062 scaffold_829 4 GL831139.1 30
transcript_42068 scaffold_83 0 GL831263.1 27
transcript_42069 scaffold_83 1 GL831336.1 20
transcript_42069 scaffold_83 1 GL831263.1 28
transcript_42069 scaffold_83 1 GL831263.1 30
transcript_42072 scaffold_83 2 GL831263.1 31
transcript_42072 scaffold_83 2 GL831263.1 33
transcript_42075 scaffold_83 3 GL831263.1 34
transcript_42076 scaffold_83 4 GL831263.1 35
transcript_42078 scaffold_83 5 GL831263.1 36
transcript_42079 scaffold_83 6 GL831263.1 37
transcript_4208 scaffold_122 53 GL831137.1 145
transcript_42082 scaffold_83 7 GL831263.1 38
transcript_42084 scaffold_83 8 GL831263.1 39
transcript_42085 scaffold_83 9 GL831263.1 40
transcript_42086 scaffold_83 10 GL831263.1 41
transcript_42087 scaffold_83 11 AERX01072772.1 0
transcript_42087 scaffold_83 11 AERX01072772.1 1
transcript_42087 scaffold_83 11 GL831263.1 42
transcript_42090 scaffold_83 12 GL831263.1 43
transcript_42091 scaffold_83 13 GL831263.1 44
transcript_42092 scaffold_83 14 GL831263.1 45
transcript_42093 scaffold_83 15 GL831263.1 46
transcript_42094 scaffold_83 16 GL831263.1 47
transcript_42095 scaffold_83 17 GL831263.1 48
transcript_42096 scaffold_83 18 GL831263.1 49
transcript_42097 scaffold_83 19 GL831143.1 210
transcript_42097 scaffold_83 19 GL831157.1 217
transcript_42097 scaffold_83 19 GL831263.1 50
transcript_42097 scaffold_83 19 GL831263.1 53
transcript_42097 scaffold_83 19 GL831263.1 55
transcript_42097 scaffold_83 19 GL831263.1 57
transcript_42097 scaffold_83 19 GL831155.1 92
transcript_42099 scaffold_83 20 GL831263.1 58
transcript_4210 scaffold_122 54 GL831137.1 140
transcript_4210 scaffold_122 54 GL831137.1 142
transcript_4210 scaffold_122 54 GL831137.1 144
transcript_42100 scaffold_83 21 GL831263.1 59
transcript_42105 scaffold_83 22 GL831263.1 63
transcript_42106 scaffold_83 23 GL831263.1 64
transcript_42107 scaffold_83 24 GL831263.1 65
transcript_42108 scaffold_83 25 GL831263.1 66
transcript_42109 scaffold_83 26 GL831263.1 67
transcript_4211 scaffold_122 55 GL831137.1 139
transcript_42110 scaffold_83 27 GL831263.1 68
transcript_42111 scaffold_83 28 GL831263.1 69
transcript_42112 scaffold_83 29 GL831263.1 70
transcript_42113 scaffold_83 30 GL831263.1 76
transcript_42116 scaffold_83 31 GL831192.1 2
transcript_42116 scaffold_83 31 GL831263.1 77
transcript_42117 scaffold_83 32 GL831523.1 2
transcript_42117 scaffold_83 32 GL831328.1 70
transcript_42117 scaffold_83 32 GL831263.1 78
transcript_42117 scaffold_83 32 GL831263.1 80
transcript_42119 scaffold_83 33 GL831178.1 150
transcript_42119 scaffold_83 33 GL831263.1 81
transcript_4212 scaffold_122 56 GL831137.1 136
transcript_4212 scaffold_122 56 GL831137.1 138
transcript_4212 scaffold_122 56 GL831187.1 206
transcript_42120 scaffold_83 34 GL831263.1 83
transcript_42122 scaffold_83 35 GL831263.1 84
transcript_42123 scaffold_83 36 GL831263.1 85
transcript_42124 scaffold_83 37 GL831263.1 86
transcript_42125 scaffold_83 38 GL831263.1 87
